Tweet Id;Datetime;retweetCount;likeCount;Text;Label
1519995157776633856;2022-04-29 11:01:00+00:00;0;0;wykres mieć polska chwalić czołówka;0.375
1519994171238629377;2022-04-29 10:57:05+00:00;0;0;games zawrzeć pko umowa kredyt mln;0.39
1519992225752625154;2022-04-29 10:49:21+00:00;0;0;oszczędzać pko mieć minus gratulować;0.615
1519989581843685384;2022-04-29 10:38:51+00:00;1;3;inwestor zniechęcić rynek nieruchomość droga zamknąć zbyt niski zdolność kredytowy przewidywać analityk pko;-0.11200000000000002
1519988653845532672;2022-04-29 10:35:09+00:00;0;0;temu główny analityk ekonomiczny pko tata wanna wchodzić mały zadawać pisdzielcami pierdolić żal słuchać zawsz wino putina albo tuska jebać pis pisdzielców;-0.353
1519987405335498752;2022-04-29 10:30:12+00:00;0;0;games zawarcie umowa kredyt pko łda;0.444
1519986182444417024;2022-04-29 10:25:20+00:00;1;1;espi games zawarcie umowa kredyt pko;0.314
1519985821981593600;2022-04-29 10:23:54+00:00;0;4;wig nieruchomości;0.0
1519984312271228928;2022-04-29 10:17:54+00:00;0;0;banki dodatkowa składka bfg pko móc szykować przejęcia innej drogi;0.0
1519982672814166016;2022-04-29 10:11:23+00:00;0;0;choć trudno uwierzyć polak nadal popełniać błąd złodziej wykorzystywać rok temu błąd pieniądz znikać pko niestety polak robić nadal zapisywać pin swej karta płatniczy karteczka trzymanej portfel samej karcie;-0.284
1519982266298028038;2022-04-29 10:09:46+00:00;0;6;drogi święto cenaa żywność polska kwiecień wzrość silnie koniec podwyżka cena żywność trendy zarówno globalny lokalny pozostawać raz nieubłagany;0.421
1519981332406759424;2022-04-29 10:06:04+00:00;0;0;gracz łks chcieć rozwiązać kontrakt pomóc walka pko ekstraklasa;0.18400000000000002
1519981151959629824;2022-04-29 10:05:21+00:00;0;0;bank alarmować pieniądz znikać konto polaki pko prosty błąd wciąż klient popełniać;-0.099
1519975195687239680;2022-04-29 09:41:41+00:00;0;0;órka fundusz rzecz poszkodowany rodzina kwk ówek ówka pko line kontakt poszkodowany rodzina tel lub mail fundacjafrg;-0.265
1519974880535617536;2022-04-29 09:40:25+00:00;0;0;polska wykres manipisulacja;-0.524
1519974454654386176;2022-04-29 09:38:44+00:00;0;0;polska wykres lewy;0.0
1519974042014527489;2022-04-29 09:37:06+00:00;1;4;gospodarek strefa euro kontynuować wzrost problem fala omikron zaburzenie podażowy wojna ukraina pkb zwiększyć ryzyko recesja uniknąć niemiec spadek pkb raz wzrość;-0.25
1519974006555910145;2022-04-29 09:36:57+00:00;0;0;prz inflacja jestescie tylu rynek;0.0
1519973620805734401;2022-04-29 09:35:25+00:00;1;7;rosnąć zróżnicowanie stopa inflacja poszczególny państwo strefa euro estonia inflacja hicp wzrość malta francja oscylować wokół trudny orzech zgryzienia ebc;0.0050000000000000044
1519973608537440256;2022-04-29 09:35:22+00:00;5;12;inflacja hicp strefa euro kwiecień raz wzrość minimalnie dynamik cenaa energia spowolnić marzec przyspieszać wzrost cenaa żywność usługi;0.371
1519971432800866304;2022-04-29 09:26:43+00:00;1;1;pamiętać dokładnie rok wcześnie kredyt konsumpcyjny wziąć pko zderzyć rzeczywistość;0.206
1519971387464687622;2022-04-29 09:26:33+00:00;0;1;giertych pisa realizować swoja zlodziejaska polityke poniedzialek skladam pozew wobec czlonków zarząd pko mld odszkodowanie wobec czarnecki itp;-0.17
1519967344499515393;2022-04-29 09:10:29+00:00;0;3;bank pko liczyć kiedyś uśmiechy węgierski bank pójść kosztować forint;0.171
1519966260959842305;2022-04-29 09:06:10+00:00;0;0;pko bank hipoteczny powołanie członek rada nadzorczy pko bank hipoteczny łda;0.0
1519962585470279681;2022-04-29 08:51:34+00:00;0;0;mieć pko konto pierwszy drugi walutowy zadawolona oprócz mulenia aplikacja git;0.27
1519962514188124161;2022-04-29 08:51:17+00:00;0;2;trzynastka zakupy szczepionka wybór kopertowy tarcza pewno udać;-0.014000000000000012
1519958951625961473;2022-04-29 08:37:08+00:00;0;1;szczęście sierpień zszłego rok zaalarmowany wewnętrzny niepokój podpisać aneks stały oprocentowanie pko czuć jakbym wygrać loteria mieć oprocentowanie marża;0.388
1519958705160302592;2022-04-29 08:36:09+00:00;0;1;pon mieć konto pko jeszcz wierz;0.0
1519952914663550977;2022-04-29 08:13:08+00:00;0;1;glapiński mówić stopa procentowy podwyższać;0.459
1519952684106883073;2022-04-29 08:12:13+00:00;0;1;szacunek kant;0.756
1519952556008554497;2022-04-29 08:11:43+00:00;0;5;wierzyć;0.0
1519950609394581505;2022-04-29 08:03:59+00:00;0;7;odpowied rpp podwyżka stopa procentowy posiedzenie przyszły tydzień;0.273
1519950298655207424;2022-04-29 08:02:45+00:00;1;6;szacować bazia wstępny dane cpi główny miara inflacja bazowy cpi żywność energia paliwo wzrość kwiecień marzec;0.251
1519950099367198720;2022-04-29 08:01:57+00:00;0;4;brawo brawo glapiński wytrzymać;0.744
1519949661959864320;2022-04-29 08:00:13+00:00;13;55;inflacja cpi kwiecień wzrość marzec mocno dynamika cena ogółem podbić żywność proinflacyjne efekt wojna ukraina długo odczuwać szczyt inflacja dopiero miesiąc;0.133
1519948839700025344;2022-04-29 07:56:57+00:00;0;0;jadymy;0.0
1519944299483439105;2022-04-29 07:38:54+00:00;0;0;plan plan koniec zielony majówka przejęcie pko;0.0
1519942609837473793;2022-04-29 07:32:12+00:00;1;3;mieć pko getinem;0.0
1519942162108063744;2022-04-29 07:30:25+00:00;0;0;mieć pko wczoraj;0.0
1519941796167655424;2022-04-29 07:28:58+00:00;1;4;ćjkone imo peo raczej wzgląd nie skończyć proces poprzedni resolution pko mieć dobry pozycja kapitałowy;0.139
1519936183463206913;2022-04-29 07:06:39+00:00;0;0;drugi alegoria ekonomista siedzieć;0.0
1519935357080547328;2022-04-29 07:03:22+00:00;1;5;ciekawy raz stawiać pko;0.351
1519933618667376640;2022-04-29 06:56:28+00:00;0;0;widać trochę wiać wschód;0.0
1519928986348011520;2022-04-29 06:38:03+00:00;0;3;jaka piękny alegoria makro niby ładny perspektywa sporo chmura;0.447
